,accuracy,AUROC,AUPRC,Precision,Positive_fraction
gcn,0.6821000413393964,0.5006493506493507,0.31919865995930485,1.0,0.31831335262505167
transformer,0.785035138486978,0.757179085317351,0.548552318502618,0.656641604010025,0.31831335262505167
tree,0.8280281107895825,0.79079016798847,0.6159357905683911,0.7507082152974505,0.31831335262505167
